"","location","ele","time","name","date","species.code","sex..M.F.","age.pelage..J.A.S.","Rat.ID","left.eartag","right.eartag","RFID","new.animal...Y.N.","total.mass..g.","female..perforate..partially.perforate..imperforate.","female.nipple.size..S.M.L.","pregnant...Y.N.Possibly.","fleas","ticks","male..scrotal..nonscrotal.","Notes","X","X.1","X.2","date_index","year","rat_id_index","coords.x1","coords.x2","optional"
"103","WC09",172.647446,"2013/04/30 17:33:18+00","WC09",2014-05-11,"Nefu","M","A",6325,"6325","","1B79701A33","N",195,"","","","","","NS","",NA,"",NA,18,2014,121,-122.15386996977,38.5027150344104,TRUE
"104","WC09",172.647446,"2013/04/30 17:33:18+00","WC09",2017-07-09,"Nefu","M","S",6335,"6335","","0015C465C9","Y",150,"","","","Y","N","NS","",NA,"",NA,34,2017,127,-122.15386996977,38.5027150344104,TRUE
"105","WC09B",177,"2018/06/29 16:39:43+00","WC09B",2018-08-26,"NeFu","M","S",389,"0389","","003D2D25D2","N",157,"","","","N","N","NS","back in WC9B",NA,"",NA,47,2018,30,-122.154093012214,38.5027619730681,TRUE
"106","WC09B",177,"2018/06/29 16:39:43+00","WC09B",2019-05-05,"NeFu","M","S",155,"0155","","003D2D25D6","Y",197.5,"","","","N","N","NS","old tail injury",NA,"",NA,49,2019,4,-122.154093012214,38.5027619730681,TRUE
"107","WC09B",177,"2018/06/29 16:39:43+00","WC09B",2018-08-03,"NeFu","M","S",389,"0389","","003D2D25D2","N",140,"","","","Y","N","NS","Cinnamon pelage; went back into house",NA,"",NA,45,2018,30,-122.154093012214,38.5027619730681,TRUE
"108","WC09B",177,"2018/06/29 16:39:43+00","WC09B",2018-07-01,"NeFu","M","S",389,"0389","","003D2D25D2","N",139,"","","","N","N","NS","stood for 34 sec, then ran into house. Looked like possible scar on lower right back",NA,"",NA,44,2018,30,-122.154093012214,38.5027619730681,TRUE
"109","WC09B",177,"2018/06/29 16:39:43+00","WC09B",2018-09-23,"NeFu","M","A",389,"","0389","003D2D25D2","N",175,"","","","N","N","NS","sticky butt, dirty tail, bait stuck to butt (could not get off), went back into house",NA,"",NA,48,2018,30,-122.154093012214,38.5027619730681,TRUE
"110","WC09B",177,"2018/06/29 16:39:43+00","WC09B",2018-06-28,"NeFu","M","S",389,"","0389","003D2D25D2","Y",150,"","","","N","N","NS","went into new house below 9, timid",NA,"",NA,42,2018,30,-122.154093012214,38.5027619730681,TRUE
"111","WC10",169.16922,"2013/04/30 17:33:18+00","WC10",2017-08-06,"Nefu","F","S",6346,"5543","","0015C465D5","N",183,"","","","Y","Y","","NEW EARTAG ON L, CHECK SEX, WENT INTO HOUSE",NA,"",NA,36,2017,134,-122.153766034171,38.5028450377285,TRUE
"112","WC10",169.16922,"2013/04/30 17:33:18+00","WC10",2012-09-25,"Nefu","F","A",6192,"6192","","1B79702219","N",213,"I","M","N","","","","Back into house slowly, tail rattle",NA,"",NA,5,2012,111,-122.153766034171,38.5028450377285,TRUE
"113","WC10",169.16922,"2013/04/30 17:33:18+00","WC10",2014-10-17,"Nefu","F","A ",6324,"6324","","1B79701723","Y",145,"I","S","N","","","","box test",NA,"",NA,21,2014,120,-122.153766034171,38.5028450377285,TRUE
"114","WC10",169.16922,"2013/04/30 17:33:18+00","WC10",2013-06-16,"Nefu","M","S",5798,"5798","","1B797019C1","Y",135,"","","","Y","N","NS","",NA,"",NA,9,2013,108,-122.153766034171,38.5028450377285,TRUE
"115","WC10",169.16922,"2013/04/30 17:33:18+00","WC10",2018-07-01,"NeFu","F","J",340,"0340","","003D2D25CB","N",117.5,"I","S","N","N","N","","No pit tag; new tag inserted; tail rattle, back into house",NA,"",NA,44,2018,25,-122.153766034171,38.5028450377285,TRUE
"116","WC10",169.16922,"2013/04/30 17:33:18+00","WC10",2018-08-03,"NeFu","F","S",340,"0340","","003D2D25CB","N",NA,"I","S","N","Y","N","","Escaped before weighed",NA,"",NA,45,2018,25,-122.153766034171,38.5028450377285,TRUE
"117","WC10",169.16922,"2013/04/30 17:33:18+00","WC10",2014-05-11,"Nefu","M","A",5798,"5798","","1B797019C1","N",180,"","","","","","NS","",NA,"",NA,18,2014,108,-122.153766034171,38.5028450377285,TRUE
"118","WC10",169.16922,"2013/04/30 17:33:18+00","WC10",2017-05-15,"Nefu","F","S",6346,"6346","","0015C465D5","Y",155,"I","S","N","N","N","","ran into 10",NA,"",NA,32,2017,134,-122.153766034171,38.5028450377285,TRUE
"119","WC10",169.16922,"2013/04/30 17:33:18+00","WC10",2014-04-13,"Nefu","M","A",5798,"5798","","1B797019C1","N",222,"","","","","","NS","",NA,"",NA,17,2014,108,-122.153766034171,38.5028450377285,TRUE
"120","WC10",169.16922,"2013/04/30 17:33:18+00","WC10",2012-08-10,"Nefu","F","A",6192,"6192","","1B79702219","Y",215,"I","M","","","","","Not sure if pit tag is in far enough- may come out.",NA,"",NA,3,2012,111,-122.153766034171,38.5028450377285,TRUE
"121","WC11",211.219101,"2013/04/15 16:43:20+00","WC11",2018-08-26,"NeFu","M","S",332,"0332","","003D2D2620","N",149,"","","","Y","N","NS","back into WC11",NA,"",NA,47,2018,23,-122.154331980273,38.5019689612091,TRUE
"122","WC11",211.219101,"2013/04/15 16:43:20+00","WC11",2012-07-18,"Nefu","M","A",5539,"","5539","1B79702458","Y",295,"","","","","","NS","Tagged right ear- easier to get to.",NA,"",NA,1,2012,60,-122.154331980273,38.5019689612091,TRUE
"123","WC11",211.219101,"2013/04/15 16:43:20+00","WC11",2016-09-11,"Nefu","F","A",5520,"5520","","003BDDB0A0","N",135,"I","S","N","N","N","","WENT INTO TREE",NA,"",NA,30,2016,49,-122.154331980273,38.5019689612091,TRUE
"124","WC11",211.219101,"2013/04/15 16:43:20+00","WC11",2018-08-19,"NeFu","M","S",332,"0332","","003D2D2620","N",145,"","","","N","N","NS","Went into house; tail rattle",NA,"",NA,46,2018,23,-122.154331980273,38.5019689612091,TRUE
"125","WC11",211.219101,"2013/04/15 16:43:20+00","WC11",2018-05-06,"NeFu","M","A",5549,"5549","","0015C4659E","N",195,"","","","","Y","NS","fur quite brown, house intact, went into house",NA,"",NA,39,2018,65,-122.154331980273,38.5019689612091,TRUE
"126","WC11",211.219101,"2013/04/15 16:43:20+00","WC11",2012-09-06,"Nefu","M","A",5539,"","5539","1B79702458","N",295,"","","","","","NS","",NA,"",NA,4,2012,60,-122.154331980273,38.5019689612091,TRUE
"127","WC11",211.219101,"2013/04/15 16:43:20+00","WC11",2013-07-13,"Nefu","M","S",5768,"5768","","1B79702AC8","N",NA,"","","","","","","No pit tag, new pit tag put in",NA,"",NA,10,2013,91,-122.154331980273,38.5019689612091,TRUE
"128","WC11",211.219101,"2013/04/15 16:43:20+00","WC11",2013-08-10,"Nefu","M","S",5768,"5768","","1B79702AC8","N",170,"","","","","","NS","",NA,"",NA,12,2013,91,-122.154331980273,38.5019689612091,TRUE
"129","WC11",211.219101,"2013/04/15 16:43:20+00","WC11",2017-09-03,"Nefu","M","S",5598,"5598","","0015C46593","N",130,"","","","Y","N","NS","new pit tag, cinnamon",NA,"",NA,37,2017,79,-122.154331980273,38.5019689612091,TRUE
"130","WC12",218.950531,"2013/04/15 16:43:20+00","WC12",2013-07-27,"Nefu","F","A",5727,"5727","","1B79702A33","N",217,"I","M","N","N","N","NS"," ",NA,"",NA,11,2013,81,-122.154354024678,38.5017249640077,TRUE
"131","WC12",218.950531,"2013/04/15 16:43:20+00","WC12",2012-09-25,"Nefu","F","A",5727,"5727","","1B79702A33","N",210,"I","S","N","","","","Went back into WC12",NA,"",NA,5,2012,81,-122.154354024678,38.5017249640077,TRUE
"132","WC12",218.950531,"2013/04/15 16:43:20+00","WC12",2012-07-25,"Nefu","F","A",5727,"5727","","1B79702A33","N",175,"I","M","N","","","","Cut on tail",NA,"",NA,2,2012,81,-122.154354024678,38.5017249640077,TRUE
"133","WC12",218.950531,"2013/04/15 16:43:20+00","WC12",2017-07-09,"Nefu","M","A",6303,"6303","","0015C465F1","N",175,"","","","N","N","NS","went into house",NA,"",NA,34,2017,112,-122.154354024678,38.5017249640077,TRUE
"134","WC12",218.950531,"2013/04/15 16:43:20+00","WC12",2013-04-21,"Nefu","F","A",5727,"5727","","1B79702A33","N",235,"P","L","N","","","","Nursing",NA,"",NA,7,2013,81,-122.154354024678,38.5017249640077,TRUE
"135","WC12",218.950531,"2013/04/15 16:43:20+00","WC12",2017-06-11,"Nefu","M","S",6303,"6303","","0015C465E6","Y",135,"","","","Y","Y","NS","RAN TO THE LEFT OF HOUSE",NA,"",NA,33,2017,112,-122.154354024678,38.5017249640077,TRUE
"136","WC12",218.950531,"2013/04/15 16:43:20+00","WC12",2013-06-16,"Nefu","F","A",5727,"5727","","1B79702A33","N",220,"I","S","N","Y","N","","Didn't go back into WC12 when released",NA,"",NA,9,2013,81,-122.154354024678,38.5017249640077,TRUE
"137","WC12",218.950531,"2013/04/15 16:43:20+00","WC12",2017-08-06,"Nefu","M","S",5598,"5598","","0015C465E1","N",150,"","","","N","N","NS","ran downhill",NA,"",NA,36,2017,79,-122.154354024678,38.5017249640077,TRUE
"138","WC12",218.950531,"2013/04/15 16:43:20+00","WC12",2013-07-13,"Nefu","F","A",5727,"5727","","1B79702A33","N",140,"I","S","N","","","","",NA,"",NA,10,2013,81,-122.154354024678,38.5017249640077,TRUE
"139","WC12",218.950531,"2013/04/15 16:43:20+00","WC12",2017-09-03,"Nefu","M","S",5549,"5549","","0015C4659E","Y",152,"","","","N","Y","NS","new pit tag",NA,"",NA,37,2017,65,-122.154354024678,38.5017249640077,TRUE
"140","WC12",218.950531,"2013/04/15 16:43:20+00","WC12",2019-07-28,"NeFu","F","J",478,"0478","","","Y",145,"I","S","N","Y","N","","hid under grass; was PIT tagged, but later found in processing bag",NA,"",NA,53,2019,39,-122.154354024678,38.5017249640077,TRUE
"141","WC12",218.950531,"2013/04/15 16:43:20+00","WC12",2018-06-17,"NeFu","M","A",5549,"5549","","0015C4659E","N",190,"","","","N","N","NS","radiocollar 164.034",NA,"Pit tag may be incorrect",NA,41,2018,65,-122.154354024678,38.5017249640077,TRUE
"142","WC12",218.950531,"2013/04/15 16:43:20+00","WC12",2012-11-05,"Nefu","F","A",5727,"5727","","1B79702A33","N",NA,"","","","","","","RFID logger deployed outside of house.",NA,"",NA,6,2012,81,-122.154354024678,38.5017249640077,TRUE
"143","WC12",218.950531,"2013/04/15 16:43:20+00","WC12",2013-08-24,"Nefu","M","S",5768,"5768","","1B79702AC8","N",155,"","","","N","N","NS","",NA,"",NA,13,2013,91,-122.154354024678,38.5017249640077,TRUE
"144","WC12",218.950531,"2013/04/15 16:43:20+00","WC12",2015-08-23,"Nefu","M","S",6347,"6347","","1B797025F4","Y",160,"","","","N","N","NS","climbed into tree, may have been one that escaped",NA,"",NA,24,2015,135,-122.154354024678,38.5017249640077,TRUE
"145","WC12",218.950531,"2013/04/15 16:43:20+00","WC12",2018-06-03,"NeFu","M","A",5549,"5549","","0015C4659E","N",190,"","","","N","N","NS","went into house",NA,"",NA,40,2018,65,-122.154354024678,38.5017249640077,TRUE
"146","WC12",218.950531,"2013/04/15 16:43:20+00","WC12",2012-07-18,"Nefu","M","A",5729,"5729","","1B79701251","Y",295,"","","","","","NS","Fleas",NA,"",NA,1,2012,82,-122.154354024678,38.5017249640077,TRUE
"147","WC12",218.950531,"2013/04/15 16:43:20+00","WC12",2013-08-31,"Nefu","M","S",5768,"5768","","1B79702AC8","N",155,"","","","N","N","NS","",NA,"",NA,14,2013,91,-122.154354024678,38.5017249640077,TRUE
"148","WC12",218.950531,"2013/04/15 16:43:20+00","WC12",2019-05-12,"NeFu","M","A",429,"0429","","0015C46598","N",225,"","","","Y","","NS","went up tree; maybe has collar",NA,"",NA,50,2019,34,-122.154354024678,38.5017249640077,TRUE
"149","WC12",218.950531,"2013/04/15 16:43:20+00","WC12",2013-06-16,"Nefu","M","S",6350,"6350","","1B79701739","N",125,"","","","N","N","NS","",NA,"",NA,9,2013,137,-122.154354024678,38.5017249640077,TRUE
"150","WC13",220.45401,"2013/04/15 16:43:20+00","WC13",2012-09-25,"Nefu","F","A",5790,"5790","","1B79702715","N",170,"I","S","N","","","","Dried milk around nipples. Went back into WC13, tail rattle",NA,"",NA,5,2012,104,-122.15425000526,38.5017249640077,TRUE
"151","WC13",220.45401,"2013/04/15 16:43:20+00","WC13",2013-04-21,"Nefu","F","A",5790,"5790","","1B79702715","N",250,"P","L","p","","","","",NA,"",NA,7,2013,104,-122.15425000526,38.5017249640077,TRUE
"152","WC13",220.45401,"2013/04/15 16:43:20+00","WC13",2013-07-13,"Nefu","M","A",5799,"","5799","1B797020B2","Y",165,"","","","","","NS","end of tail is missing",NA,"",NA,10,2013,109,-122.15425000526,38.5017249640077,TRUE
"153","WC13",220.45401,"2013/04/15 16:43:20+00","WC13",2018-08-03,"NeFu","M","S",332,"0332","","003D2D2620","Y",140,"","","","N","N","NS","New ear tag, new pit tag; returned to house",NA,"",NA,45,2018,23,-122.15425000526,38.5017249640077,TRUE
"154","WC13",220.45401,"2013/04/15 16:43:20+00","WC13",2012-07-18,"Nefu","F","A",5727,"5727","","1B79702A33","Y",205,"P","M","N","","","","",NA,"",NA,1,2012,81,-122.15425000526,38.5017249640077,TRUE
"155","WC13",220.45401,"2013/04/15 16:43:20+00","WC13",2016-10-08,"","","J",5781,"5781","","","Y",NA,"","","","","","","MAY HAVE BEEN A MOUSE",NA,"",NA,31,2016,100,-122.15425000526,38.5017249640077,TRUE
"156","WC13",220.45401,"2013/04/15 16:43:20+00","WC13",2019-05-05,"NeFu","M","A",429,"0429","","0015C46598","N",220,"","","","Y","N","NS","went east of nest",NA,"",NA,49,2019,34,-122.15425000526,38.5017249640077,TRUE
"157","WC13",220.45401,"2013/04/15 16:43:20+00","WC13",2013-05-19,"Nefu","F","A",5790,"5790","","1B79702715","N",240,"I","L","N","N","","","Recap",NA,"",NA,8,2013,104,-122.15425000526,38.5017249640077,TRUE
"158","WC13",220.45401,"2013/04/15 16:43:20+00","WC13",2012-09-06,"Nefu","F","S",5790,"5790","","1B79702715","N",173,"I","S","N","","","","Claw marks on trap. Pit tag lost since last caputure, new pit tag issued (some blood at injection site).",NA,"",NA,4,2012,104,-122.15425000526,38.5017249640077,TRUE
"159","WC13",220.45401,"2013/04/15 16:43:20+00","WC13",2012-07-18,"Nefu","F","S",5790,"5790","","1B797022B6","Y",155,"I","S","N","","","","Some fleas",NA,"",NA,1,2012,104,-122.15425000526,38.5017249640077,TRUE
"160","WC14",210.273483,"2013/04/30 17:33:18+00","WC14",2013-10-18,"Nefu","F","S",5770,"5770","","1B79701FA3","N",140,"I","S","N","","","","open field test",NA,"",NA,16,2013,93,-122.154596010223,38.5017699748278,TRUE
"161","WC14",210.273483,"2013/04/30 17:33:18+00","WC14",2013-06-16,"Nefu","F","A",5507,"5507","","1B7970256F","N",205,"I","M","N","Y","N","","went back into WC14",NA,"",NA,9,2013,45,-122.154596010223,38.5017699748278,TRUE
"162","WC14",210.273483,"2013/04/30 17:33:18+00","WC14",2019-05-05,"NeFu","F","A",340,"0340","","003D2D25CB","N",250,"P","M","Y","N","N","","went into 2B",NA,"",NA,49,2019,25,-122.154596010223,38.5017699748278,TRUE
"163","WC14",210.273483,"2013/04/30 17:33:18+00","WC14",2012-08-10,"Nefu","M","S",5574,"5574","","1B79702D31","N",160,"","","","","","NS","Fleas",NA,"",NA,3,2012,71,-122.154596010223,38.5017699748278,TRUE
"164","WC14",210.273483,"2013/04/30 17:33:18+00","WC14",2013-05-19,"Nefu","M","J",6350,"6350","","1B79701739","Y",95,"","","","Y","","NS","Pit tag may fall out. Lots of fleas, went back into house",NA,"",NA,8,2013,137,-122.154596010223,38.5017699748278,TRUE
"165","WC14",210.273483,"2013/04/30 17:33:18+00","WC14",2012-07-25,"Nefu","F","S",5507,"5507","","1B7970256F","Y",135,"I","S","N","","","","Fleas, sub-adult",NA,"",NA,2,2012,45,-122.154596010223,38.5017699748278,TRUE
"166","WC14",210.273483,"2013/04/30 17:33:18+00","WC14",2013-08-31,"Nefu","F","S",5770,"5770","","1B79701FA3","N",NA,"I","S","N","N","N","","recorded weight is too high (235), probably in error, so left blank.",NA,"",NA,14,2013,93,-122.154596010223,38.5017699748278,TRUE
"167","WC14",210.273483,"2013/04/30 17:33:18+00","WC14",2016-10-08,"Nefu","F","A",6397,"","6397","1B797025C4","N",178,"P","M","N","N","","","RAN INTO UNDERBRUSH",NA,"",NA,31,2016,156,-122.154596010223,38.5017699748278,TRUE
"168","WC14",210.273483,"2013/04/30 17:33:18+00","WC14",2016-07-10,"Nefu","F","A",6397,"","6397","1B797025C4","N",160,"I","L","N","N","N","","",NA,"",NA,28,2016,156,-122.154596010223,38.5017699748278,TRUE
"169","WC14",210.273483,"2013/04/30 17:33:18+00","WC14",2013-09-07,"Nefu","F","S",5770,"5770","","1B79701FA3","N",130,"I","S","N","N","N","","",NA,"",NA,15,2013,93,-122.154596010223,38.5017699748278,TRUE
"170","WC15",193.275101,"2013/04/22 16:59:45+00","WC15",2012-07-18,"Nefu","","A",5593,"5593","","1B79702BF2","Y",NA,"","","","","","","escaped",NA,"",NA,1,2012,78,-122.155170002952,38.5016045160592,TRUE
"171","WC15",193.275101,"2013/04/22 16:59:45+00","WC15",2013-05-19,"Nefu","F","A",5569,"5569","","1B79702A2C","N",220,"P","L","N","N","","","Recap previously at WC15; new pit tag",NA,"",NA,8,2013,68,-122.155170002952,38.5016045160592,TRUE
"172","WC15",193.275101,"2013/04/22 16:59:45+00","WC15",2014-07-12,"Nefu","M","A",5571,"5571","","1B79701F84","N",235,"","","","N","N","NS","",NA,"",NA,20,2014,70,-122.155170002952,38.5016045160592,TRUE
"173","WC15",193.275101,"2013/04/22 16:59:45+00","WC15",2012-09-06,"Nefu","M","A",5592,"5592","","1B79701A40","Y",275,"","","","","","NS","Jumped out of bag before we could verify pit tag was in",NA,"",NA,4,2012,77,-122.155170002952,38.5016045160592,TRUE
"174","WC15",193.275101,"2013/04/22 16:59:45+00","WC15",2016-08-14,"Nefu","M","A",5731,"5731","","3BDDB099","N",144,"","","","N","Y","NS","died after handling in transit, Philip Scruffed Him cause he almost escaped",NA,"",NA,29,2016,84,-122.155170002952,38.5016045160592,TRUE
"175","WC15",193.275101,"2013/04/22 16:59:45+00","WC15",2012-07-18,"Nefu","F","A",5569,"5569","","","Y",200,"P","M","N","","","","Dry milk on nipples, some blood in trap. Decided not to pit tag. Animal seemed stressed.",NA,"",NA,1,2012,68,-122.155170002952,38.5016045160592,TRUE
"176","WC15",193.275101,"2013/04/22 16:59:45+00","WC15",2016-07-10,"Nefu","M","J",5731,"5731","","3BDDB099","Y",122,"","","","Y","N","NS","went past 15, into chemise",NA,"",NA,28,2016,84,-122.155170002952,38.5016045160592,TRUE
"177","WC15",193.275101,"2013/04/22 16:59:45+00","WC15",2017-05-15,"Nefu","M","S",5590,"5590","","","Y",140,"","","","","","NS","ran into WC15, no PIT TAG inserted",NA,"",NA,32,2017,76,-122.155170002952,38.5016045160592,TRUE
"178","WC15",193.275101,"2013/04/22 16:59:45+00","WC15",2014-05-11,"Nefu","M","A",5579,"5579","","","Y",235,"","","","","","NS","Tail cut off on the end- not from the trap- previous injury",NA,"",NA,18,2014,73,-122.155170002952,38.5016045160592,TRUE
"179","WC15",193.275101,"2013/04/22 16:59:45+00","WC15",2019-08-25,"NeFu","F","S",316,"0316","","003D2D25EA","Y",209,"I","M","N","N","N","","went into house",NA,"",NA,54,2019,20,-122.155170002952,38.5016045160592,TRUE
"180","WC18",182.660904,"2013/04/22 16:59:45+00","WC18",2018-07-01,"NeFu","F","A",5519,"5519","","0015C465B3","N",178,"I","S","N","Y","N","","went downhill toward road",NA,"",NA,44,2018,48,-122.153754970059,38.502249000594,TRUE
"181","WC18",182.660904,"2013/04/22 16:59:45+00","WC18",2014-04-13,"Nefu","F","A",5789,"5789","","1B7970286C","N",180,"PP","M","Y","","","","Partially perforate",NA,"",NA,17,2014,103,-122.153754970059,38.502249000594,TRUE
"182","WC18",182.660904,"2013/04/22 16:59:45+00","WC18",2018-05-06,"NeFu","M","A",5598,"5598","","0015C46593","N",220,"","","","Y","N","NS","0015C46593. Ran downhill from 18",NA,"",NA,39,2018,79,-122.153754970059,38.502249000594,TRUE
"183","WC18",182.660904,"2013/04/22 16:59:45+00","WC18",2013-09-07,"Nefu","M","A",5592,"5592","","1B79701A40","N",275,"","","","N","N","NS","",NA,"",NA,15,2013,77,-122.153754970059,38.502249000594,TRUE
"184","WC19",182.660904,"2013/04/22 16:59:45+00","WC19",2014-04-13,"Nefu","F","A",5538,"5538","","1B7970267F","Y",187,"P","L","N","Y","","","Nursing",NA,"",NA,17,2014,59,-122.153767962009,38.5022350028157,TRUE
"185","WC19",182.660904,"2013/04/22 16:59:45+00","WC19",2014-10-17,"Nefu","F","A",6321,"6321","6320","1B7970255C","N",150,"I","S","N","","","","box test ",NA,"",NA,21,2014,118,-122.153767962009,38.5022350028157,TRUE
"186","WC19",182.660904,"2013/04/22 16:59:45+00","WC19",2018-07-01,"NeFu","M","A",5598,"5598","","0015C465E1","N",235,"","","","Y","N","NS","radio collared; back into WC19",NA,"",NA,44,2018,79,-122.153767962009,38.5022350028157,TRUE
"187","WC19",182.660904,"2013/04/22 16:59:45+00","WC19",2017-06-11,"Nefu","M","A",5570,"5570","","0015C465A2","Y",165,"","","","N","Y","NS","new pit tag",NA,"",NA,33,2017,69,-122.153767962009,38.5022350028157,TRUE
"188","WC19",182.660904,"2013/04/22 16:59:45+00","WC19",2018-06-03,"NeFu","M","A",5598,"5598","","0015C46593","N",210,"","","","N","N","NS","ran uphill to house",NA,"",NA,40,2018,79,-122.153767962009,38.5022350028157,TRUE
"189","WC19",182.660904,"2013/04/22 16:59:45+00","WC19",2013-05-19,"Nefu","M","A",5592,"5592","","1B79701A40","N",300,"","","","N","N","NS","Recap",NA,"",NA,8,2013,77,-122.153767962009,38.5022350028157,TRUE
"190","WC19",182.660904,"2013/04/22 16:59:45+00","WC19",2014-07-12,"Nefu","F","J",6321,"6321","6320","1B79701D4E","Y",NA,"I","S","N","N","N","","6320 and 6321 may be the same individual.",NA,"",NA,20,2014,118,-122.153767962009,38.5022350028157,TRUE
"191","WC19",182.660904,"2013/04/22 16:59:45+00","WC19",2017-07-09,"Nefu","M","A",5570,"5570","","0015C465A2","N",172,"","","","Y","N","NS","tail rattle, went back into house",NA,"",NA,34,2017,69,-122.153767962009,38.5022350028157,TRUE
"192","WC19",182.660904,"2013/04/22 16:59:45+00","WC19",2018-08-26,"NeFu","M","A",5598,"5598","","0015C465E1","N",225,"","","","Y","N","NS","collar removed; 2 pit tags (0015C46593); escaping bag, used 2 bags",NA,"",NA,47,2018,79,-122.153767962009,38.5022350028157,TRUE
"193","WC19",182.660904,"2013/04/22 16:59:45+00","WC19",2014-06-07,"Nefu","F","J",6321,"6321","6320","1B7970255C","Y",105,"I","S","N","N","N","","whitish tail",NA,"",NA,19,2014,118,-122.153767962009,38.5022350028157,TRUE
"194","WC19",182.660904,"2013/04/22 16:59:45+00","WC19",2016-07-10,"Nefu","M","A",6347,"6347","","1B797025F4","N",240,"","","","N","N","NS","",NA,"",NA,28,2016,135,-122.153767962009,38.5022350028157,TRUE
"195","WC19",182.660904,"2013/04/22 16:59:45+00","WC19",2018-06-17,"NeFu","M","A",5598,"5598","","0015C465E1","N",215,"","","","Y","N","NS","0015C46593 (2 PIT TAGS); radiocollar 164.142",NA,"",NA,41,2018,79,-122.153767962009,38.5022350028157,TRUE
"196","WC20",209.587311,"2014/07/12 01:15:44+00","WC20",2018-07-01,"NeFu","M","A",6303,"6303","","0015C465DD","N",243,"","","","Y","N","NS","climbed tree, then into WC32",NA,"",NA,44,2018,112,-122.153648016974,38.5021189972758,TRUE
"197","WC21",189.387009,"2013/04/22 16:59:45+00","WC21",2017-08-06,"Nefu","F","A",6314,"6314","","0015C4659D","N",200,"P","L","N","N","N","","ran towards 18, lst year pit tag # was off this is right",NA,"",NA,36,2017,117,-122.153643993661,38.5022510122508,TRUE
"198","WC21",189.387009,"2013/04/22 16:59:45+00","WC21",2014-07-12,"Nefu","F","A",5538,"5538","","1B7970267F","N",230,"I","M","N","N","N","","",NA,"",NA,20,2014,59,-122.153643993661,38.5022510122508,TRUE
"199","WC21",189.387009,"2013/04/22 16:59:45+00","WC21",2016-08-14,"Nefu","F","J",6314,"6314","","","Y",102,"I","S","N","","Y","NS","HUNG OUT ABOVE 21; WRONG RFID NUMBER",NA,"",NA,29,2016,117,-122.153643993661,38.5022510122508,TRUE
"200","WC21",189.387009,"2013/04/22 16:59:45+00","WC21",2018-06-17,"NeFu","M","A",6347,"","0441","1B797025F4","N",280,"","","","Y","Y","NS","New ear tag on R ear, old one on left. Last caught in 2015",NA,"",NA,41,2018,135,-122.153643993661,38.5022510122508,TRUE
"201","WC21",189.387009,"2013/04/22 16:59:45+00","WC21",2019-07-28,"NeFu","F","A",6314,"6314","","0015C4659D","N",207,"","L","Y","Y","N","","went into house",NA,"",NA,53,2019,117,-122.153643993661,38.5022510122508,TRUE
"202","WC21",189.387009,"2013/04/22 16:59:45+00","WC21",2014-06-07,"Nefu","M","J",6387,"6387","","1B7970276B","Y",125,"","","","Y","N","NS","",NA,"",NA,19,2014,152,-122.153643993661,38.5022510122508,TRUE
"203","WC22",188.296982,"2013/04/22 16:59:45+00","WC22",2013-09-07,"Nefu","F","S",5789,"5789","","1B7970286C","N",140,"I","S","N","N","N","","",NA,"",NA,15,2013,103,-122.153629995883,38.5022769961506,TRUE
"204","WC22",188.296982,"2013/04/22 16:59:45+00","WC22",2013-08-31,"Nefu","F","S",5789,"5789","","1B7970286C","N",140,"","","","","","","",NA,"",NA,14,2013,103,-122.153629995883,38.5022769961506,TRUE
"205","WC22",188.296982,"2013/04/22 16:59:45+00","WC22",2013-07-13,"Nefu","F","S",5789,"5789","","1B79702A6D","N",138,"P","S","N","Y","","","No pit tag",NA,"",NA,10,2013,103,-122.153629995883,38.5022769961506,TRUE
"206","WC22",188.296982,"2013/04/22 16:59:45+00","WC22",2013-08-24,"Nefu","M","J",5764,"5764","","1B79700260","Y",85,"","","","Y","","NS","",NA,"",NA,13,2013,88,-122.153629995883,38.5022769961506,TRUE
"207","WC22",188.296982,"2013/04/22 16:59:45+00","WC22",2013-04-21,"Nefu","F","J",5789,"5789","","1B79702A6D","Y",88,"I","S","N","","","","Fleas. Pit tag may come out. Went back into WC22.",NA,"",NA,7,2013,103,-122.153629995883,38.5022769961506,TRUE
"208","WC23",191.489029,"2013/04/22 16:59:45+00","WC23",2012-09-25,"Nefu","F","A",5581,"5581","","1B7970252A","201",210,"I","S","N","","","","Went back into WC23",NA,"",NA,5,2012,74,-122.153565036133,38.5022840369493,TRUE
"209","WC23",191.489029,"2013/04/22 16:59:45+00","WC23",2013-04-21,"Nefu","F","A",5793,"5793","","1B7970249B","Y",180,"I","M","N","","","","Ticks collected.",NA,"",NA,7,2013,105,-122.153565036133,38.5022840369493,TRUE
"210","WC24",190.682983,"2013/04/22 16:59:45+00","WC24",2017-09-03,"Nefu","F","A",6339,"6339","","0015C465CC","N",159,"I","S","N","N","N","","cinnamon, went back into house",NA,"",NA,37,2017,130,-122.153551960364,38.5023279581219,TRUE
"211","WC24",190.682983,"2013/04/22 16:59:45+00","WC24",2013-05-19,"Nefu","M","J",5541,"5541","","1B7970135F","Y",100,"","","","N","N","NS","New",NA,"",NA,8,2013,62,-122.153551960364,38.5023279581219,TRUE
