"","location","ele","time","name","date","species.code","sex..M.F.","age.pelage..J.A.S.","Rat.ID","left.eartag","right.eartag","RFID","new.animal...Y.N.","total.mass..g.","female..perforate..partially.perforate..imperforate.","female.nipple.size..S.M.L.","pregnant...Y.N.Possibly.","fleas","ticks","male..scrotal..nonscrotal.","Notes","X","X.1","X.2","date_index","year","rat_id_index","coords.x1","coords.x2","optional"
"212","WC24",190.682983,"2013/04/22 16:59:45+00","WC24",2018-06-03,"NeFu","F","A",6339,"6339","","0015C465CC","N",172,"I","M","N","Y","N","","stood around for 12 sec before going toward house",NA,"",NA,40,2018,130,-122.153551960364,38.5023279581219,TRUE
"213","WC24",190.682983,"2013/04/22 16:59:45+00","WC24",2017-08-06,"Nefu","F","A",6339,"6339","","0015C465CC","N",142,"I","S","P","N","N","","ran back into house",NA,"",NA,36,2017,130,-122.153551960364,38.5023279581219,TRUE
"214","WC24",190.682983,"2013/04/22 16:59:45+00","WC24",2019-05-05,"NeFu","F","A",6339,"6339","","0015C465CC","N",182,"I","M","N","N","N","","",NA,"",NA,49,2019,130,-122.153551960364,38.5023279581219,TRUE
"215","WC24",190.682983,"2013/04/22 16:59:45+00","WC24",2018-07-01,"NeFu","M","S",458,"0458","","0015C465DA","N",142,"","","","Y","N","NS","radiocollared; sqeaky; ran downhill and up tree",NA,"",NA,44,2018,37,-122.153551960364,38.5023279581219,TRUE
"216","WC24",190.682983,"2013/04/22 16:59:45+00","WC24",2013-08-31,"Nefu","F","A",5793,"5793","","1B7970249B","N",185,"I","M","N","N","N","","",NA,"",NA,14,2013,105,-122.153551960364,38.5023279581219,TRUE
"217","WC24",190.682983,"2013/04/22 16:59:45+00","WC24",2019-07-28,"NeFu","F","A",455,"0455","","003D2D25CA","N",143,"I","S","N","N","N","","went into house",NA,"",NA,53,2019,36,-122.153551960364,38.5023279581219,TRUE
"218","WC25",186.111771,"2013/04/22 16:59:45+00","WC25",2018-06-03,"NeFu","M","J",458,"0458","","0015C465DA","Y",115,"","","","Y","N","NS","radiocollar 164.092. Went into WC 26",NA,"",NA,40,2018,37,-122.153586996719,38.5024430416524,TRUE
"219","WC25",186.111771,"2013/04/22 16:59:45+00","WC25",2016-08-14,"Nefu","M","S",6332,"6332","","3BDDB090","N",180,"","","","N","N","NS","",NA,"",NA,29,2016,124,-122.153586996719,38.5024430416524,TRUE
"220","WC25",186.111771,"2013/04/22 16:59:45+00","WC25",2013-08-10,"Nefu","M","J",5540,"5540","","1B79701E5D","N",135,"","","","","","NS","",NA,"",NA,12,2013,61,-122.153586996719,38.5024430416524,TRUE
"221","WC25",186.111771,"2013/04/22 16:59:45+00","WC25",2016-06-11,"Nefu","M","S",6332,"6332","","3BDDB090","Y",167,"","","","N","Y","S","had no RFID or ear tag, check genetic samples to see if same individual as in 25 last year, left ear was missing some pieces",NA,"",NA,27,2016,124,-122.153586996719,38.5024430416524,TRUE
"222","WC25",186.111771,"2013/04/22 16:59:45+00","WC25",2019-06-02,"NeFu","F","A",6339,"6339","","0015C465CC","N",190,"PP","M","N","N","N","","",NA,"",NA,51,2019,130,-122.153586996719,38.5024430416524,TRUE
"223","WC25",186.111771,"2013/04/22 16:59:45+00","WC25",2015-08-23,"Nefu","M","A",6334,"6334","","1B7970292D","Y",230,"","","","Y","N","NS","went in home",NA,"",NA,24,2015,126,-122.153586996719,38.5024430416524,TRUE
"224","WC25",186.111771,"2013/04/22 16:59:45+00","WC25",2018-05-06,"NeFu","F","A",6339,"6339","","0015C465CC","N",193,"PP","L","N","N","N","","",NA,"",NA,39,2018,130,-122.153586996719,38.5024430416524,TRUE
"225","WC25",186.111771,"2013/04/22 16:59:45+00","WC25",2013-08-31,"Nefu","F","S",5506,"5506","","1B79702B38","N",145,"I","S","N","N","N","","",NA,"",NA,14,2013,44,-122.153586996719,38.5024430416524,TRUE
"226","WC25",186.111771,"2013/04/22 16:59:45+00","WC25",2018-06-29,"Nefu","M","S",458,"0458","","0015C465DA","N",152.5,"","","","Y","N","","still has collar; squeaky; went into house WC39",NA,"",NA,43,2018,37,-122.153586996719,38.5024430416524,TRUE
"227","WC25",186.111771,"2013/04/22 16:59:45+00","WC25",2013-04-21,"Nefu","F","A",5584,"5584","","1B797026B3","N",225,"I","L","P","","","","New pit tag",NA,"",NA,7,2013,75,-122.153586996719,38.5024430416524,TRUE
"228","WC25",186.111771,"2013/04/22 16:59:45+00","WC25",2018-08-26,"NeFu","F","A",6339,"6339","","0015C465CC","N",175,"I","S","N","N","N","","back into WC25",NA,"",NA,47,2018,130,-122.153586996719,38.5024430416524,TRUE
"229","WC25",186.111771,"2013/04/22 16:59:45+00","WC25",2018-08-03,"NeFu","F","A",6339,"6339","","0015C465CC","N",175,"I","M","N","Y","N","","could not see final destination. Hung in trees for a bit.",NA,"",NA,45,2018,130,-122.153586996719,38.5024430416524,TRUE
"230","WC26",183.937149,"2013/04/22 16:59:45+00","WC26",2014-05-11,"Nefu","M","A",5726,"5726","","1B79702CA5","Y",180,"","","","","","NS","",NA,"",NA,18,2014,80,-122.153629995883,38.5024520102888,TRUE
"231","WC26",183.937149,"2013/04/22 16:59:45+00","WC26",2018-08-19,"NeFu","F","A",6339,"6339","","0015C465CC","N",175,"I","S","N","N","N","","Returned to house",NA,"",NA,46,2018,130,-122.153629995883,38.5024520102888,TRUE
"232","WC26",183.937149,"2013/04/22 16:59:45+00","WC26",2013-08-10,"Nefu","F","S",5506,"5506","","1B79702B38","Y",130,"I","S","N","Y","Y","","",NA,"",NA,12,2013,44,-122.153629995883,38.5024520102888,TRUE
"233","WC26",183.937149,"2013/04/22 16:59:45+00","WC26",2013-09-07,"Nefu","F","S",5506,"5506","","1B79702B38","N",135,"I","S","N","Y","N","","",NA,"",NA,15,2013,44,-122.153629995883,38.5024520102888,TRUE
"234","WC26",183.937149,"2013/04/22 16:59:45+00","WC26",2019-07-07,"NeFu","F","A",6339,"6339","","0015C465CC","N",200,"I","S","N","Y","N","","blood in trap, couldn't tell where its comign from, tail and back feet were okay, when release seemed ok, and went downhill",NA,"",NA,52,2019,130,-122.153629995883,38.5024520102888,TRUE
"235","WC26",183.937149,"2013/04/22 16:59:45+00","WC26",2013-07-13,"Nefu","F","J",6372,"6372","","1B7970231C","N",119,"","","","","","","animal incorrectly sexed as male on datasheet",NA,"",NA,10,2013,149,-122.153629995883,38.5024520102888,TRUE
"236","WC27",183.90686,"2013/04/22 16:59:45+00","WC27",2013-07-13,"Nefu","M","J",5540,"5540","","1B79701E5D","Y",115,"","","","","","NS","",NA,"",NA,10,2013,61,-122.153662014753,38.5024100169539,TRUE
"237","WC27",183.90686,"2013/04/22 16:59:45+00","WC27",2013-06-16,"Nefu","F","A",5584,"5584","","1B797026B3","N",185,"I","M","N","","","","Dried milk on nipples",NA,"",NA,9,2013,75,-122.153662014753,38.5024100169539,TRUE
"238","WC27",183.90686,"2013/04/22 16:59:45+00","WC27",2017-05-15,"Nefu","M","A",6350,"6350/6343","","0015C465ED","Y",200,"","","","Y","N","S","radio collared (4.040); went into house",NA,"",NA,32,2017,137,-122.153662014753,38.5024100169539,TRUE
"239","WC27",183.90686,"2013/04/22 16:59:45+00","WC27",2014-04-13,"Nefu","M","A",5540,"5540","","1B79701E5D","N",190,"","","","y","","NS","",NA,"",NA,17,2014,61,-122.153662014753,38.5024100169539,TRUE
"240","WC27",183.90686,"2013/04/22 16:59:45+00","WC27",2014-05-11,"Nefu","M","A",5540,"5540","","1B79701E5D","N",180,"","","","","","NS","",NA,"",NA,18,2014,61,-122.153662014753,38.5024100169539,TRUE
"241","WC28",194.202179,"2014/07/12 01:33:06+00","WC28",2015-08-23,"Nefu","M","J",6337,"6337","","1B79701982","Y",115,"","","","N","N","NS","",NA,"",NA,24,2015,129,-122.153809033334,38.5023420397192,TRUE
"242","WC28",194.202179,"2014/07/12 01:33:06+00","WC28",2014-06-07,"Nefu","M","J",5996,"5996","","1B79701B35","Y",95,"","","","Y","N","NS","",NA,"",NA,19,2014,110,-122.153809033334,38.5023420397192,TRUE
"243","WC28",194.202179,"2014/07/12 01:33:06+00","WC28",2013-08-10,"Nefu","F","S",5545,"5545","","1B797022CF","Y",207,"I","L","N","","","","",NA,"",NA,12,2013,64,-122.153809033334,38.5023420397192,TRUE
"244","WC28",194.202179,"2014/07/12 01:33:06+00","WC28",2014-07-12,"Nefu","M","=",5996,"5996","","1B79701B35","N",NA,"","","","N","N","NS","Scaly, patchy tail.   ",NA,"",NA,20,2014,110,-122.153809033334,38.5023420397192,TRUE
"245","WC28",194.202179,"2014/07/12 01:33:06+00","WC28",2013-08-31,"Nefu","F","A",5545,"5545","","1B797022CF","N",205,"I","S","N","N","N","","",NA,"",NA,14,2013,64,-122.153809033334,38.5023420397192,TRUE
"246","WC29",191.417343,"2014/07/12 01:33:53+00","WC29",2015-07-26,"Nefu","F","A",5535,"5535","","1B79702B20","N",190,"I","S","P","Y","N","","",NA,"",NA,23,2015,56,-122.153844991699,38.5024220030755,TRUE
"247","WC29",191.417343,"2014/07/12 01:33:53+00","WC29",2015-06-28,"Nefu","F","A",5535,"5535","","1B79702B20","N",202,"P","L","N","N","N","","dried milk on teat, radio 4.016",NA,"",NA,22,2015,56,-122.153844991699,38.5024220030755,TRUE
"248","WC29",191.417343,"2014/07/12 01:33:53+00","WC29",2013-08-10,"Nefu","F","A",5535,"5535","","1B79702B20","N",105,"P","M","N","","","","Dried milk on nipples",NA,"",NA,12,2013,56,-122.153844991699,38.5024220030755,TRUE
"249","WC29",191.417343,"2014/07/12 01:33:53+00","WC29",2018-05-06,"NeFu","M","A",6347,"6347","","1B797025F4","N",289,"","","","N","N","S","",NA,"",NA,39,2018,135,-122.153844991699,38.5024220030755,TRUE
"250","WC29",191.417343,"2014/07/12 01:33:53+00","WC29",2019-06-02,"NeFu","M","J",368,"0368","","","Y",105,"","","","N","N","NS","did not PIT tag, too small; went into house(released on east side, went in on west)",NA,"",NA,51,2019,29,-122.153844991699,38.5024220030755,TRUE
"251","WC29",191.417343,"2014/07/12 01:33:53+00","WC29",2019-07-28,"NeFu","M","S",368,"0368","","003D2D25C2","N",149,"","","","n","Y","NS","climbed tree above nest",NA,"",NA,53,2019,29,-122.153844991699,38.5024220030755,TRUE
"252","WC29",191.417343,"2014/07/12 01:33:53+00","WC29",2013-07-13,"Nefu","F","A",5793,"","5793","1B7970249B","N",NA,"I","L","N","","","","Dried milk on nipples",NA,"",NA,10,2013,105,-122.153844991699,38.5024220030755,TRUE
"253","WC29",191.417343,"2014/07/12 01:33:53+00","WC29",2014-05-11,"Nefu","F","A",5535,"5535","","1B79702B20","N",180,"I","L","N","","","","Botton nipples swollen",NA,"",NA,18,2014,56,-122.153844991699,38.5024220030755,TRUE
"254","WC29",191.417343,"2014/07/12 01:33:53+00","WC29",2013-06-16,"Nefu","F","A",5535,"5535","","1B79702B20","N",205,"P","M","N","N","N","","Docile during handling- went back into house",NA,"",NA,9,2013,56,-122.153844991699,38.5024220030755,TRUE
"255","WC29",191.417343,"2014/07/12 01:33:53+00","WC29",2015-06-28,"Nefu","F","A",5535,"5535","","1B79702B20","N",202,"P","L","N","N","N","","dried milk on teat, radio 4.016",NA,"",NA,22,2015,56,-122.153844991699,38.5024220030755,TRUE
"256","WC29",191.417343,"2014/07/12 01:33:53+00","WC29",2019-09-22,"NeFu","M","S",368,"0368","","003D2D25C2","N",160,"","","","Y","N","NS","",NA,"",NA,56,2019,29,-122.153844991699,38.5024220030755,TRUE
"257","WC29",191.417343,"2014/07/12 01:33:53+00","WC29",2017-06-11,"Nefu","M","A",6350,"6350/6343","","0015C465ED","N",220,"","","","Y","Y","NS","recap, collared, new eartag (last captured @WC27) 6343",NA,"",NA,33,2017,137,-122.153844991699,38.5024220030755,TRUE
"258","WC29",191.417343,"2014/07/12 01:33:53+00","WC29",2019-08-25,"NeFu","M","S",368,"0368","","003D2D25C2","N",193,"","","","N","N","NS","",NA,"",NA,54,2019,29,-122.153844991699,38.5024220030755,TRUE
"259","WC29",191.417343,"2014/07/12 01:33:53+00","WC29",2014-10-17,"Nefu","F","A",5535,"5535","","1B79702B20","N",205,"I","S","N","","","","box test, cinnamon pelage",NA,"",NA,21,2014,56,-122.153844991699,38.5024220030755,TRUE
"260","WC29",191.417343,"2014/07/12 01:33:53+00","WC29",2017-08-06,"Nefu","M","A",6350,"6350/6343","","0015C465ED","N",209,"","","","N","N","NS","ran back into house, new ear tag 6343",NA,"",NA,36,2017,137,-122.153844991699,38.5024220030755,TRUE
"261","WC29",191.417343,"2014/07/12 01:33:53+00","WC29",2017-07-09,"Nefu","M","A",6350,"6350/6343","","0015C465ED","N",217,"","","","N","Y","NS","went into house; new ear tag 6343",NA,"",NA,34,2017,137,-122.153844991699,38.5024220030755,TRUE
"262","WC30",186.333725,"2013/04/22 16:59:45+00","WC30",2014-05-11,"Nefu","F","A",5789,"5789","","1B7970286C","N",165,"","","","","","","",NA,"",NA,18,2014,103,-122.153747007251,38.5021070111543,TRUE
"263","WC30",186.333725,"2013/04/22 16:59:45+00","WC30",2019-09-22,"NeFu","F","A",175,"0175","","003D2D25FA","Y",155,"PP","S","N","Y","N","","went into house",NA,"",NA,56,2019,7,-122.153747007251,38.5021070111543,TRUE
"264","WC30",186.333725,"2013/04/22 16:59:45+00","WC30",2019-08-25,"NeFu","M","A",5598,"0323","","0015C46593","N",265,"","","","Y","N","NS","huge rip on left ear from old ear tag (5598); completely healed but had to replace ear tag on right ear; has 2 pit tags 0015C465E1 and 0015C46593",NA,"",NA,54,2019,79,-122.153747007251,38.5021070111543,TRUE
"265","WC30",186.333725,"2013/04/22 16:59:45+00","WC30",2019-09-22,"NeFu","F","A",6314,"6314","","0015C4659D","N",225,"I","M","N","N","N","","Went into house",NA,"",NA,56,2019,117,-122.153747007251,38.5021070111543,TRUE
"266","WC30",186.333725,"2013/04/22 16:59:45+00","WC30",2013-06-16,"Nefu","F","S",6323,"6323","","1B7970208E","Y",NA,"I","S","N","Y","N","","",NA,"",NA,9,2013,119,-122.153747007251,38.5021070111543,TRUE
"267","WC30",186.333725,"2013/04/22 16:59:45+00","WC30",2018-06-03,"NeFu","M","A",303,"0303","","0015C465D3","N",245,"","","","N","N","NS","CHECK PIT TAG, Check Eartags (0303 or 6303?)",NA,"",NA,40,2018,15,-122.153747007251,38.5021070111543,TRUE
"268","WC30",186.333725,"2013/04/22 16:59:45+00","WC30",2013-08-31,"Nefu","F","A",6400,"6400","","1B79701EB9","Y",205,"I","L","N","Y","N","","",NA,"",NA,14,2013,158,-122.153747007251,38.5021070111543,TRUE
"269","WC30",186.333725,"2013/04/22 16:59:45+00","WC30",2019-06-02,"NeFu","M","A",5598,"5598","","0015C465E1","N",270,"","","","Y","N","NS","back into house; has 2 pit tags 0015C465E1 and 0015C46593",NA,"",NA,51,2019,79,-122.153747007251,38.5021070111543,TRUE
"270","WC30",186.333725,"2013/04/22 16:59:45+00","WC30",2013-09-07,"Nefu","F","A",6400,"6400","","1B79701EB9","N",205,"I","M","N","N","N","","New pit tag",NA,"",NA,15,2013,158,-122.153747007251,38.5021070111543,TRUE
"271","WC30",186.333725,"2013/04/22 16:59:45+00","WC30",2013-04-21,"Nefu","F","J",5796,"5796","","1B79702B33","Y",87,"I","S","P","","","","Went back into WC30",NA,"",NA,7,2013,106,-122.153747007251,38.5021070111543,TRUE
"272","WC31",190.038071,"2013/04/22 16:59:45+00","WC31",2015-06-28,"Nefu","F","A",6361,"","6361","1B79702A01","N",121,"P","S","N","Y","Y","","purpleish vagina, radio 4.152",NA,"",NA,22,2015,143,-122.153704008088,38.5020380280912,TRUE
"273","WC31",190.038071,"2013/04/22 16:59:45+00","WC31",2018-05-06,"NeFu","M","A",6303,"6303","","0015C465DD","N",255,"","","","Y","N","S","new PIT tag # 0015C465DD",NA,"",NA,39,2018,112,-122.153704008088,38.5020380280912,TRUE
"274","WC31",190.038071,"2013/04/22 16:59:45+00","WC31",2013-06-16,"Nefu","M","A",6373,"6373","","1B7970211C","Y",170,"","","","N","Y","NS","Tail has been cut off (previous injury- looks healed)",NA,"",NA,9,2013,150,-122.153704008088,38.5020380280912,TRUE
"275","WC31",190.038071,"2013/04/22 16:59:45+00","WC31",2019-05-05,"NeFu","M","A",5598,"5598","","0015C465E1","N",295,"","","","N","N","S","eartag far in ear, couldn’t read first digit; maybe recently scrotal; went into house; has 2 pit tags 0015C465E1 and 0015C46593",NA,"",NA,49,2019,79,-122.153704008088,38.5020380280912,TRUE
"276","WC31",190.038071,"2013/04/22 16:59:45+00","WC31",2015-08-23,"Nefu","F","A",6361,"","6361","1B79702A01","N",135,"I","M","N","N","N","","",NA,"",NA,24,2015,143,-122.153704008088,38.5020380280912,TRUE
"277","WC31",190.038071,"2013/04/22 16:59:45+00","WC31",2019-07-07,"NeFu","F","A",6314,"6314","","0015C4659D","N",225,"PP","L","Y","N","N","","went to side of house",NA,"",NA,52,2019,117,-122.153704008088,38.5020380280912,TRUE
"278","WC31",190.038071,"2013/04/22 16:59:45+00","WC31",2018-07-01,"NeFu","F","A",6314,"6314","","0015C4659D","N",215,"I","M","N","N","N","","ran back into WC30 when released",NA,"",NA,44,2018,117,-122.153704008088,38.5020380280912,TRUE
"279","WC31",190.038071,"2013/04/22 16:59:45+00","WC31",2013-07-13,"Nefu","M","A",6373,"6373","","1B7970211C","N",183,"","","","","","NS","Chopped tail",NA,"",NA,10,2013,150,-122.153704008088,38.5020380280912,TRUE
"280","WC32",190.421478,"2013/04/22 16:59:45+00","WC32",2013-08-31,"Nefu","M","J",5764,"5764","","1B79700260","N",85,"","","","N","N","NS","",NA,"",NA,14,2013,88,-122.153696967289,38.5020039975643,TRUE
"281","WC32",190.421478,"2013/04/22 16:59:45+00","WC32",2019-07-07,"NeFu","M","A",5598,"0323","","0015C46593","N",255,"","","","Y","N","NS","went into house; has 2 pit tags 0015C465E1 and 0015C46593",NA,"",NA,52,2019,79,-122.153696967289,38.5020039975643,TRUE
"282","WC32",190.421478,"2013/04/22 16:59:45+00","WC32",2014-06-07,"Nefu","M","J",6388,"6388","","1B797021BB","Y",95,"","","","Y","N","NS","",NA,"",NA,19,2014,153,-122.153696967289,38.5020039975643,TRUE
"283","WC32",190.421478,"2013/04/22 16:59:45+00","WC32",2015-09-20,"Nefu","F","A",6361,"","6361","1B79702A01","N",140,"I","S","N","n","n","","collar on",NA,"",NA,25,2015,143,-122.153696967289,38.5020039975643,TRUE
"284","WC32",190.421478,"2013/04/22 16:59:45+00","WC32",2017-06-11,"Nefu","F","A",5520,"5520","","003BDDB0A0","N",195,"I","L","N","Y","N","","recap, went into house",NA,"",NA,33,2017,49,-122.153696967289,38.5020039975643,TRUE
"285","WC32",190.421478,"2013/04/22 16:59:45+00","WC32",2014-04-13,"Nefu","F","A",6400,"6400","","1B79701EB9","N",185,"I","L","N","","","","",NA,"",NA,17,2014,158,-122.153696967289,38.5020039975643,TRUE
"286","WC32",190.421478,"2013/04/22 16:59:45+00","WC32",2015-06-28,"Nefu","F","A",6321,"6321","6320","1B797023B7","N",170,"P","L","N","Y","N","","RFID tag fell out, new one put in",NA,"",NA,22,2015,118,-122.153696967289,38.5020039975643,TRUE
"287","WC32",190.421478,"2013/04/22 16:59:45+00","WC32",2013-09-07,"Nefu","M","J",5764,"5764","","1B79700260","N",87,"","","","N","N","NS","",NA,"",NA,15,2013,88,-122.153696967289,38.5020039975643,TRUE
"288","WC32",190.421478,"2013/04/22 16:59:45+00","WC32",2018-08-26,"NeFu","M","A",6303,"6303","","0015C465DD","N",253,"","","","Y","N","NS","back intoWC32",NA,"",NA,47,2018,112,-122.153696967289,38.5020039975643,TRUE
"289","WC32",190.421478,"2013/04/22 16:59:45+00","WC32",2019-05-12,"NeFu","M","A",5598,"5598","","0015C465E1","N",295,"","","","Y","Y","S","eartage missing 1st digit; has 2 pit tags 0015C465E1 and 0015C46593",NA,"",NA,50,2019,79,-122.153696967289,38.5020039975643,TRUE
"290","WC32",190.421478,"2013/04/22 16:59:45+00","WC32",2017-09-03,"Nefu","F","A",5520,"5520","","003BDDB0A0","N",200,"P","L","N","Y","N","","ran into the house",NA,"",NA,37,2017,49,-122.153696967289,38.5020039975643,TRUE
"291","WC32",190.421478,"2013/04/22 16:59:45+00","WC32",2013-08-24,"Nefu","F","S",5789,"5789","","1B7970286C","N",NA,"","","","","","","New Tag",NA,"",NA,13,2013,103,-122.153696967289,38.5020039975643,TRUE
"292","WC33",193.032013,"2013/04/22 16:59:45+00","WC33",2016-09-11,"Nefu","F","A",5776,"5776","","003BDDB056","Y",160,"P","M","P","N","N","","CHECK DNA TO SEE IF RECAPTURE, EAR TORN UP- DATA SHEET SAYS NEW…",NA,"",NA,30,2016,96,-122.153858989477,38.5018940269947,TRUE
"293","WC33",193.032013,"2013/04/22 16:59:45+00","WC33",2013-04-21,"Nefu","F","A",5536,"5536","","1B797025AB","Y",230,"I","M","N","","","","Short tail (chomped on, but healed); fleas. Lactating",NA,"",NA,7,2013,57,-122.153858989477,38.5018940269947,TRUE
"294","WC33",193.032013,"2013/04/22 16:59:45+00","WC33",2019-05-05,"NeFu","F","A",176,"0176","","003D2D25ED","Y",207,"I","L","Y","Y","N","","went into house",NA,"",NA,49,2019,8,-122.153858989477,38.5018940269947,TRUE
"295","WC33",193.032013,"2013/04/22 16:59:45+00","WC33",2014-10-17,"Nefu","M","A",6385,"6385","","1B79702789","N ",155,"","","","","","NS","box test- lost ear tag (6325)",NA,"",NA,21,2014,151,-122.153858989477,38.5018940269947,TRUE
"296","WC33",193.032013,"2013/04/22 16:59:45+00","WC33",2014-07-12,"Nefu","M","S",6385,"6385","","1B79702789","Y",115,"","","","N","N","","",NA,"",NA,20,2014,151,-122.153858989477,38.5018940269947,TRUE
"297","WC33",193.032013,"2013/04/22 16:59:45+00","WC33",2017-08-06,"Nefu","M","S",6369,"6369","6369","0015C465C2","Y",140,"","","","Y","N","NS","hung out in tree branch, went downhill toward 35",NA,"",NA,36,2017,146,-122.153858989477,38.5018940269947,TRUE
"298","WC33",193.032013,"2013/04/22 16:59:45+00","WC33",2013-08-24,"Nefu","M","S",5799,"","5799","1B797020B2","N",165,"","","","N","N","NS","",NA,"",NA,13,2013,109,-122.153858989477,38.5018940269947,TRUE
"299","WC34",192.416351,"2013/04/22 16:59:45+00","WC34",2015-06-28,"Nefu","M","S",6348,"6348","","1B7970228F","Y",160,"","","","Y","N","NS","4.168 is radio collar",NA,"",NA,22,2015,136,-122.153900982812,38.5019019898027,TRUE
"300","WC34",192.416351,"2013/04/22 16:59:45+00","WC34",2014-05-11,"Nefu","F","A",6399,"","6399","1B797022F8","Y",246,"P","M","N","","","","Very vocal-- did not put in RFID because animal seemed too stressed.",NA,"",NA,18,2014,157,-122.153900982812,38.5019019898027,TRUE
"301","WC34",192.416351,"2013/04/22 16:59:45+00","WC34",2019-08-25,"NeFu","F","J",478,"0478","","003D2D25F0","N",160,"I","S","N","Y","N","","PIT tagged; went into house",NA,"",NA,54,2019,39,-122.153900982812,38.5019019898027,TRUE
"302","WC34",192.416351,"2013/04/22 16:59:45+00","WC34",2015-09-20,"Nefu","M","A",5592,"5592","","1B79701A40","N",275,"","","","N","N","NS","collar on",NA,"",NA,25,2015,77,-122.153900982812,38.5019019898027,TRUE
"303","WC34",192.416351,"2013/04/22 16:59:45+00","WC34",2017-07-09,"Nefu","M","A",5777,"5777","","0015C465DC","Y",257,"","","","Y","N","NS","ran into house",NA,"",NA,34,2017,97,-122.153900982812,38.5019019898027,TRUE
"304","WC34",192.416351,"2013/04/22 16:59:45+00","WC34",2013-06-16,"Nefu","M","A",5566,"5566","","1B7970227A","Y",165,"","","","N","N","NS","",NA,"",NA,9,2013,67,-122.153900982812,38.5019019898027,TRUE
"305","WC34",192.416351,"2013/04/22 16:59:45+00","WC34",2014-07-12,"Nefu","F","A",6399,"","6399","1B797022F8","N",225,"","","","N","N","NS","",NA,"",NA,20,2014,157,-122.153900982812,38.5019019898027,TRUE
"306","WC34",192.416351,"2013/04/22 16:59:45+00","WC34",2018-08-26,"NeFu","M","A",5777,"5777","","0015C465DC","N",214,"","","","Y","N","NS","Back into WC34",NA,"",NA,47,2018,97,-122.153900982812,38.5019019898027,TRUE
"307","WC34",192.416351,"2013/04/22 16:59:45+00","WC34",2014-04-13,"Nefu","M","A",5592,"5592","","1B79701A40","N",270,"","","","","","NS","",NA,"",NA,17,2014,77,-122.153900982812,38.5019019898027,TRUE
"308","WC34",192.416351,"2013/04/22 16:59:45+00","WC34",2019-06-02,"NeFu","F","A",176,"0176","","003D2D25ED","N",215,"I","S","N","N","N","","back into house",NA,"",NA,51,2019,8,-122.153900982812,38.5019019898027,TRUE
"309","WC34",192.416351,"2013/04/22 16:59:45+00","WC34",2016-07-10,"Nefu","F","J",6352,"6352","","3BDDB086","Y",100,"I","S","N","N","N","","loud one, RFID stuck on back with ver bond, did not go in, likely need to replace next trapping session",NA,"",NA,28,2016,139,-122.153900982812,38.5019019898027,TRUE
"310","WC34",192.416351,"2013/04/22 16:59:45+00","WC34",2015-08-23,"Nefu","M","A",5592,"5592","","1B79701A40","N",270,"","","","N","N","NS","went in home",NA,"",NA,24,2015,77,-122.153900982812,38.5019019898027,TRUE
"311","WC35",190.151489,"2013/04/22 16:59:45+00","WC35",2019-07-07,"NeFu","F","A",176,"0176","","003D2D25ED","N",194,"I","S","N","N","N","","",NA,"",NA,52,2019,8,-122.153904000297,38.5019520297647,TRUE
"312","WC35",190.151489,"2013/04/22 16:59:45+00","WC35",2016-06-11,"Nefu","F","A",6399,"","6399","1B797022F8","N",230,"P","L","N","","N","","check if D or 0 next week, also check eartag (fuck was it a male, me think not?)",NA,"",NA,27,2016,157,-122.153904000297,38.5019520297647,TRUE
"313","WC35",190.151489,"2013/04/22 16:59:45+00","WC35",2013-08-31,"Nefu","M","A",5779,"5779","","","N",225,"","","","N","N","NS","ear tag possibly incorrect.  No other record of 5779, could be 5799 M who was caught at same locatio on 8/10/13",NA,"",NA,14,2013,98,-122.153904000297,38.5019520297647,TRUE
"314","WC35",190.151489,"2013/04/22 16:59:45+00","WC35",2018-09-23,"NeFu","M","S",332,"0332","","003D2D2620","N",155,"","","","N","N","NS","returned to den ",NA,"",NA,48,2018,23,-122.153904000297,38.5019520297647,TRUE
"315","WC35",190.151489,"2013/04/22 16:59:45+00","WC35",2016-08-14,"Nefu","M","J",5508,"5508","","3BDDB063","Y",105,"","","","N","N","S","EARTAG # CHANGED CAUSE I AM DYSLEXIC",NA,"",NA,29,2016,46,-122.153904000297,38.5019520297647,TRUE
"316","WC35",190.151489,"2013/04/22 16:59:45+00","WC35",2013-09-07,"Nefu","M","S",5799,"","5799","1B797020B2","N",185,"","","","N","N","NS","",NA,"",NA,15,2013,109,-122.153904000297,38.5019520297647,TRUE
"317","WC35",190.151489,"2013/04/22 16:59:45+00","WC35",2015-07-26,"Nefu","M","A",5592,"5592","","1B79701A40","N",265,"","","","Y","N","NS","collared today frequency 4.176",NA,"",NA,23,2015,77,-122.153904000297,38.5019520297647,TRUE
"318","WC35",190.151489,"2013/04/22 16:59:45+00","WC35",2019-07-28,"NeFu","M","J",116,"0116","","","",81,"","","","Y","N","NS","too small to PIT tag; went into house",NA,"",NA,53,2019,2,-122.153904000297,38.5019520297647,TRUE
"319","WC35",190.151489,"2013/04/22 16:59:45+00","WC35",2015-11-15,"Nefu","F","A",6399,"","6399","1B797022F8","N",225,"I","M","N","Y","N","","",NA,"",NA,26,2015,157,-122.153904000297,38.5019520297647,TRUE
"320","WC35",190.151489,"2013/04/22 16:59:45+00","WC35",2013-07-13,"Nefu","F","A",5536,"5536","","1B797025AB","N",225,"","","","","","NS","Chopped tail",NA,"",NA,10,2013,57,-122.153904000297,38.5019520297647,TRUE
